Ground Truth,Prediction
0.7475,0.8142688763969123
1.38,1.3799999999999966
1.362433862,1.3624338620000014
3.677248677,3.677248677000005
0.7475,0.8142688763969123
2.960758377,2.960758376999996
1.38,1.3799999999999966
0.7475,0.8142688763969123
0.43,0.42999999999999977
0.43,0.42999999999999977
3.677248677,3.677248677000005
0.81,0.8783144727503235
2.314814815,2.314814815000004
2.142857143,2.1428571429999943
0.7475,0.8142688763969123
8.90717603,8.907176029999986
0.7475,0.8142688763969123
1.54,1.3981441270087054
48.05898411,48.05898410999999
2.142857143,2.1428571429999943
0.433862434,0.43386243400000013
1.23,1.3981441270087054
0.81,0.8783144727503235
1.54,1.3981441270087054
2.314814815,2.314814815000004
0.88,0.8142688763969123
1.428571429,1.4285714289999998
0.81,0.8783144727503235
0.81,0.8783144727503235
0.95,0.8783144727503235
2.142857143,2.1428571429999943
2.065696649,2.065696648999997
2.328042328,2.3280423280000035
0.9,0.9000000000000008
8.90717603,8.907176029999986
2.142857143,2.1428571429999943
0.26,0.2600000000000005
0.81,0.8783144727503235
1.38,1.3799999999999966
1.54,1.3981441270087054
2.142857143,2.1428571429999943
3.677248677,3.677248677000005
0.066137566,0.06613756600000008
64.75433947,64.75433946999992
0.95,0.8783144727503235
0.95,0.8783144727503235
0.7475,0.8142688763969123
0.101115447,0.10111544699999989
0.81,0.8783144727503235
3.677248677,3.677248677000005
3.897707231,3.8977072310000085
33.58715773,33.58715772999995
0.95,0.8783144727503235
0.95,0.8783144727503235
0.7475,0.8142688763969123
0.95,0.8783144727503235
0.88,0.8142688763969123
4.065274141,4.065274140999993
1.23,1.3981441270087054
8.90717603,8.907176029999986
0.88,0.8142688763969123
0.81,0.8783144727503235
0.433862434,0.43386243400000013
3.897707231,3.8977072310000085
0.322751323,0.32275132299999937
2.314814815,2.314814815000004
0.27,0.26999999999999963
0.9,0.9000000000000008
0.888617555,0.8886175550000001
1.38,1.3799999999999966
0.81,0.8783144727503235
0.7475,0.8142688763969123
0.9,0.9000000000000008
1.54,1.3981441270087054
2.065696649,2.065696648999997
4.065274141,4.065274140999993
0.81,0.8783144727503235
1.362433862,1.3624338620000014
0.225,0.2250000000000002
0.81,0.8783144727503235
0.81,0.8783144727503235
1.23,1.3981441270087054
0.225,0.2250000000000002
1.54,1.3981441270087054
1.23,1.3981441270087054
0.95,0.8783144727503235
4.618653659,4.618653659000005
0.7475,0.8142688763969123
2.065696649,2.065696648999997
0.88,0.8142688763969123
4.618653659,4.618653659000005
0.95,0.8783144727503235
0.179221384,0.1792213840000001
1.38,1.3799999999999966
1.23,1.3981441270087054
0.88,0.8142688763969123
0.9,0.9000000000000008
0.42,0.420000000000001
0.7475,0.8142688763969123
0.88,0.8142688763969123
0.7475,0.8142688763969123
1.54,1.3981441270087054
0.7475,0.8142688763969123
0.95,0.8783144727503235
0.081400081,0.08140008099999997
0.066137566,0.06613756600000008
1.23,1.3981441270087054
1.23,1.3981441270087054
64.75433947,64.75433946999992
1.23,1.3981441270087054
0.81,0.8783144727503235
1.428571429,1.4285714289999998
0.7475,0.8142688763969123
0.7475,0.8142688763969123
48.05898411,48.05898410999999
0.81,0.8783144727503235
0.225,0.2250000000000002
0.85,0.8499999999999994
0.81,0.8783144727503235
0.7475,0.8142688763969123
4.618653659,4.618653659000005
0.433862434,0.43386243400000013
0.88,0.8142688763969123
0.43,0.42999999999999977
0.26,0.2600000000000005
1.38,1.3799999999999966
0.88,0.8142688763969123
0.95,0.8783144727503235
3.121693122,3.121693122000005
0.95,0.8783144727503235
0.95,0.8783144727503235
0.7475,0.8142688763969123
0.81,0.8783144727503235
0.81,0.8783144727503235
0.95,0.8783144727503235
1.362433862,1.3624338620000014
2.142857143,2.1428571429999943
0.101115447,0.10111544699999989
0.26,0.2600000000000005
0.95,0.8783144727503235
1.54,1.3981441270087054
0.9,0.9000000000000008
2.328042328,2.3280423280000035
48.05898411,48.05898410999999
0.81,0.8783144727503235
1.54,1.3981441270087054
0.101115447,0.10111544699999989
2.065696649,2.065696648999997
0.85,0.8499999999999994
1.38,1.3799999999999966
0.244542261,0.24454226099999968
0.7475,0.8142688763969123
0.88,0.8142688763969123
0.7475,0.8142688763969123
2.960758377,2.960758376999996
2.960758377,2.960758376999996
1.38,1.3799999999999966
28.75928816,28.759288159999993
1.54,1.3981441270087054
7.156084656,7.156084655999995
1.23,1.3981441270087054
0.244542261,0.24454226099999968
3.677248677,3.677248677000005
0.7475,0.8142688763969123
0.81,0.8783144727503235
0.81,0.8783144727503235
0.7475,0.8142688763969123
1.54,1.3981441270087054
1.54,1.3981441270087054
2.328042328,2.3280423280000035
1.54,1.3981441270087054
2.142857143,2.1428571429999943
1.69,1.6804153652736802
1.54,1.3981441270087054
2.328042328,2.3280423280000035
28.75928816,28.759288159999993
1.69,1.6804153652736802
1.428571429,1.4285714289999998
2.314814815,2.314814815000004
3.121693122,3.121693122000005
0.88,0.8142688763969123
0.322751323,0.32275132299999937
0.95,0.8783144727503235
1.54,1.3981441270087054
0.27,0.26999999999999963
1.54,1.3981441270087054
0.7475,0.8142688763969123
0.95,0.8783144727503235
1.69,1.6804153652736802
0.322751323,0.32275132299999937
0.95,0.8783144727503235
0.7475,0.8142688763969123
0.27,0.26999999999999963
3.677248677,3.677248677000005
2.142857143,2.1428571429999943
3.677248677,3.677248677000005
3.121693122,3.121693122000005
1.54,1.3981441270087054
0.322751323,0.32275132299999937
2.065696649,2.065696648999997
0.9,0.9000000000000008
0.81,0.8783144727503235
0.88,0.8142688763969123
3.897707231,3.8977072310000085
0.7475,0.8142688763969123
1.23,1.3981441270087054
1.23,1.3981441270087054
0.95,0.8783144727503235
3.121693122,3.121693122000005
0.95,0.8783144727503235
4.618653659,4.618653659000005
0.95,0.8783144727503235
0.9,0.9000000000000008
1.23,1.3981441270087054
0.81,0.8783144727503235
0.81,0.8783144727503235
0.9,0.9000000000000008
